date,countryCode,localName,name,global,types,counties,launchYear
2026-12-26,CH,Stephanstag,St. Stephen's Day,False,Observance,CH-UR; CH-SZ; CH-OW,
2026-12-31,CH,Restauration de la République,Restoration Day,False,Public,CH-GE,
2026-01-01,CL,Año Nuevo,New Year's Day,True,Public,,
2026-04-03,CL,Viernes Santo,Good Friday,True,Public,,
2026-04-04,CL,Sábado Santo,Holy Saturday,True,Public,,
2026-05-01,CL,Día del Trabajo,Labour Day,True,Public,,
2026-05-21,CL,Día de las Glorias Navales,Navy Day,True,Public,,
2026-06-07,CL,Asalto y Toma del Morro de Arica,Battle of Arica,False,Public,CL-AP,
2026-06-21,CL,Día Nacional de los Pueblos Indígenas,National Day of Indigenous Peoples,True,Public,,
2026-06-29,CL,San Pedro y San Pablo,Saint Peter and Saint Paul,True,Public,,
2026-07-16,CL,Virgen del Carmen,Our Lady of Mount Carmel,True,Public,,
2026-08-15,CL,Asunción de la Virgen,Assumption of Mary,True,Public,,
2026-09-18,CL,Fiestas Patrias,National holiday,True,Public,,
2026-09-19,CL,Día de las Glorias del Ejército,Army Day,True,Public,,
2026-10-12,CL,Día del Descubrimiento de Dos Mundos,Columbus Day,True,Public,,
2026-10-31,CL,Día Nacional de las Iglesias Evangélicas y Protestantes,Reformation Day,True,Public,,
2026-11-01,CL,Día de Todos los Santos,All Saints Day,True,Public,,
2026-12-08,CL,Inmaculada Concepción,Immaculate Conception,True,Public,,
2026-12-25,CL,Navidad / Natividad del Señor,Christmas Day,True,Public,,
2026-01-01,CN,元旦,New Year's Day,True,Public,,
2026-02-17,CN,春节,Chinese New Year (Spring Festival),True,Public,,
2026-05-01,CN,劳动节,Labour Day,True,Public,,
2026-06-19,CN,端午节,Dragon Boat Festival,True,Public,,
2026-09-25,CN,中秋节,Mid-Autumn Festival,True,Public,,
2026-10-01,CN,国庆节,National Day,True,Public,,
2026-01-01,CO,Año Nuevo,New Year's Day,True,Public,,
2026-01-12,CO,Día de los Reyes Magos,Epiphany,True,Public,,
2026-03-23,CO,Día de San José,Saint Joseph's Day,True,Public,,
2026-04-02,CO,Jueves Santo,Maundy Thursday,True,Public,,
2026-04-03,CO,Viernes Santo,Good Friday,True,Public,,
2026-05-01,CO,Primero de Mayo,Labour Day,True,Public,,
2026-05-18,CO,Ascensión del señor,Ascension Day,True,Public,,
2026-06-08,CO,Corpus Christi,Corpus Christi,True,Public,,
2026-06-15,CO,Sagrado Corazón,Sacred Heart,True,Public,,
2026-06-29,CO,San Pedro y San Pablo,Saint Peter and Saint Paul,True,Public,,
2026-07-20,CO,Declaracion de la Independencia de Colombia,Declaration of Independence,True,Public,,
2026-08-07,CO,Batalla de Boyacá,Battle of Boyacá,True,Public,,
2026-08-17,CO,La Asunción,Assumption of Mary,True,Public,,
2026-10-12,CO,Día de la Raza,Columbus Day,True,Public,,
2026-11-02,CO,Dia de los Santos,All Saints’ Day,True,Public,,
2026-11-16,CO,Independencia de Cartagena,Independence of Cartagena,True,Public,,
2026-12-08,CO,La Inmaculada Concepción,Immaculate Conception,True,Public,,
2026-12-25,CO,Navidad,Christmas Day,True,Public,,
2026-01-01,CR,Año Nuevo,New Year's Day,True,Public,,
2026-04-02,CR,Jueves Santo,Maundy Thursday,True,Public,,
2026-04-03,CR,Viernes Santo,Good Friday,True,Public,,
2026-04-11,CR,Día de Juan Santamaría,Juan Santamaría Day,True,Public,,
2026-05-01,CR,Día Internacional del Trabajo,Labour Day,True,Public,,
2026-07-25,CR,Anexión del Partido de Nicoya a Costa Rica,Annexation of the Party of Nicoya to Costa Rica,True,Public,,
2026-08-02,CR,Fiesta de Nuestra Señora de los Ángeles,Feast of Our Lady of the Angels,True,Public,,
2026-08-15,CR,Día de la Madre,Mother's Day,True,Public,,
2026-09-15,CR,Día de la Independencia,Independence Day,True,Public,,
2026-12-01,CR,Día de la Abolición del Ejército,Army Abolition Day,True,Public,,
2026-12-25,CR,Navidad,Christmas Day,True,Public,,
2026-01-01,CU,Triunfo de la Revolución,Triumph of the Revolution,True,Public,,
2026-01-02,CU,Día de Victoria de las Fuerzas Armadas,Victory of Fidel Castro,True,Public,,
2026-04-03,CU,Good Friday,Good Friday,True,Public,,
2026-05-01,CU,Día de los trabajadores,Labour Day,True,Public,,
2026-07-25,CU,Conmemoración del asalto a Moncada,Day before the Commemoration of the Assault of the Moncada garrison,True,Public,,
2026-07-26,CU,Día de la Rebeldía Nacional,Commemoration of the Assault of the Moncada garrison,True,Public,,
2026-07-27,CU,Conmemoración del asalto a Moncada,Day after the Commemoration of the Assault of the Moncada garrison,True,Public,,
2026-10-10,CU,Día de la Independencia,Independence Day,True,Public,,
2026-12-25,CU,Navidad,Christmas Day,True,Public,,
2026-01-01,CY,Πρωτοχρονιά,New Year's Day,True,Public,,
2026-01-06,CY,Θεοφάνεια,Epiphany,True,Public,,
2026-02-23,CY,Καθαρή Δευτέρα,Green Monday,True,Public,,
2026-03-25,CY,Επέτειος Ελληνικής Ανεξαρτησίας,Greek Independence Day,True,Public,,
2026-04-01,CY,Κυπριακή Εθνική Επέτειος,Cyprus National Day,True,Public,,
2026-04-10,CY,Μεγάλη Παρασκευή,Good Friday,True,Public,,
2026-04-13,CY,Δευτέρα της Διακαινησίμου,Easter Monday,True,Public,,
2026-04-14,CY,Τρίτη της Διακαινησίμου,Easter Tuesday,True,Bank,,
2026-05-01,CY,Πρωτομαγιά,Labour Day,True,Public,,
2026-05-31,CY,Αγίου Πνεύματος,Pentecost,True,Public,,
2026-06-01,CY,Δευτέρα Πεντηκοστής,Whit Monday,True,Public,,
2026-08-15,CY,Η Κοίμησις της Θεοτόκου,Assumption of the Virgin Mary,True,Public,,
2026-10-01,CY,Επέτειος Κυπριακής Ανεξαρτησίας,Cyprus Independence Day,True,Public,,
2026-10-28,CY,Το Όχι,Ohi Day,True,Public,,
2026-12-24,CY,Παραμονή Χριστουγέννων,Christmas Eve,True,Public,,
2026-12-25,CY,Χριστούγεννα,Christmas Day,True,Public,,
2026-12-26,CY,Δεύτερη μέρα των Χριστουγέννων,St. Stephen's Day,True,Public,,
2026-01-01,CZ,Den obnovy samostatného českého státu; Nový rok,New Year's Day,True,Public,,
2026-04-03,CZ,Velký pátek,Good Friday,True,Public,,
2026-04-06,CZ,Velikonoční pondělí,Easter Monday,True,Public,,
2026-05-01,CZ,Svátek práce,Labour Day,True,Public,,
2026-05-08,CZ,Den vítězství,Liberation Day,True,Public,,
2026-07-05,CZ,Den slovanských věrozvěstů Cyrila a Metoděje,Saints Cyril and Methodius Day,True,Public,,
2026-07-06,CZ,Den upálení mistra Jana Husa,Jan Hus Day,True,Public,,
2026-09-28,CZ,Den české státnosti,St. Wenceslas Day,True,Public,,
2026-10-28,CZ,Den vzniku samostatného československého státu,Independent Czechoslovak State Day,True,Public,,
2026-11-17,CZ,Den boje za svobodu a demokracii a Mezinárodní den studentstva,Struggle for Freedom and Democracy Day,True,Public,,
2026-12-24,CZ,Štědrý den,Christmas Eve,True,Public,,
2026-12-25,CZ,1. svátek vánoční,Christmas Day,True,Public,,
2026-12-26,CZ,2. svátek vánoční,St. Stephen's Day,True,Public,,
2026-01-01,DE,Neujahr,New Year's Day,True,Public,,
2026-01-06,DE,Heilige Drei Könige,Epiphany,False,Public,DE-BW; DE-BY; DE-ST,
2026-03-08,DE,Internationaler Frauentag,International Women's Day,False,Public,DE-BE; DE-MV,
2026-04-03,DE,Karfreitag,Good Friday,True,Public,,
2026-04-05,DE,Ostersonntag,Easter Sunday,False,Public,DE-BB,
2026-04-06,DE,Ostermontag,Easter Monday,True,Public,,
2026-05-01,DE,Tag der Arbeit,Labour Day,True,Public,,
2026-05-14,DE,Christi Himmelfahrt,Ascension Day,True,Public,,
2026-05-24,DE,Pfingstsonntag,Pentecost,False,Public,DE-BB,
2026-05-25,DE,Pfingstmontag,Whit Monday,True,Public,,
2026-06-04,DE,Fronleichnam,Corpus Christi,False,Public,DE-BW; DE-BY; DE-HE; DE-NW; DE-RP; DE-SL,
2026-08-15,DE,Mariä Himmelfahrt,Assumption Day,False,Public,DE-SL,
2026-09-20,DE,Weltkindertag,World Children's Day,False,Public,DE-TH,
2026-10-03,DE,Tag der Deutschen Einheit,German Unity Day,True,Public,,
2026-10-31,DE,Reformationstag,Reformation Day,False,Public,DE-BB; DE-MV; DE-SN; DE-ST; DE-TH; DE-HB; DE-HH; DE-NI; DE-SH,
2026-11-01,DE,Allerheiligen,All Saints' Day,False,Public,DE-BW; DE-BY; DE-NW; DE-RP; DE-SL,
2026-11-18,DE,Buß- und Bettag,Repentance and Prayer Day,False,Public,DE-SN,
2026-12-25,DE,Erster Weihnachtstag,Christmas Day,True,Public,,
2026-12-26,DE,Zweiter Weihnachtstag,St. Stephen's Day,True,Public,,
2026-01-01,DK,Nytårsdag,New Year's Day,True,Public,,
2026-04-02,DK,Skærtorsdag,Maundy Thursday,True,Public,,
2026-04-03,DK,Langfredag,Good Friday,True,Public,,
2026-04-05,DK,Påskedag,Easter Sunday,True,Public,,
2026-04-06,DK,2. Påskedag,Easter Monday,True,Public,,
2026-05-14,DK,Kristi Himmelfartsdag,Ascension Day,True,Public,,
2026-05-15,DK,Banklukkedag,Bank closing day,True,Bank; School; Optional,,
2026-05-24,DK,Pinsedag,Pentecost,True,Public,,
2026-05-25,DK,2. Pinsedag,Whit Monday,True,Public,,
2026-06-05,DK,Grundlovsdag,Constitution Day,True,Bank; School; Optional,,
2026-12-24,DK,Juleaftensdag,Christmas Eve,True,Bank; School; Optional,,
2026-12-25,DK,Juledag / 1. juledag,Christmas Day,True,Public,,
2026-12-26,DK,2. juledag,St. Stephen's Day,True,Public,,
2026-12-31,DK,Nytårsaftensdag,New Year's Eve,True,Bank; School; Optional,,
2026-01-01,DO,Día de Año Nuevo,New Year's Day,True,Public,,
2026-01-06,DO,Día de Reyes,Day of Kings,True,Public,,
2026-01-21,DO,Día de Nuestra Señora de la Altagracia,Our Lady of Altagracia,True,Public,,
2026-01-26,DO,Día del Natalicio de Juan Pablo Duarte,Duarte's Birthday,True,Public,,
2026-02-27,DO,Día de la Independencia de la República Dominicana,Independence Day,True,Public,,
2026-04-03,DO,Good Friday,Good Friday,True,Public,,
2026-05-01,DO,Día del Trabajador,Labour Day,True,Public,,
2026-05-28,DO,Día de las Madres,Mother's Day,True,Public,,
2026-06-04,DO,Corpus Christi,Corpus Christi,True,Public,,
2026-08-16,DO,Día de la Restauración Dominicana,Restoration Day,True,Public,,
2026-09-24,DO,Nuestra Senora de las Mercedes,Our Lady of Mercy,True,Public,,
2026-11-06,DO,Día de la Constitución,Constitution Day,True,Public,,
2026-12-25,DO,Navidad,Christmas Day,True,Public,,
2026-01-01,EC,Año Nuevo,New Year's Day,True,Public,,
2026-02-16,EC,Carnaval,Carnival,True,Public,,
2026-02-17,EC,Carnaval,Carnival,True,Public,,
2026-04-03,EC,Good Friday,Good Friday,True,Public,,
2026-05-01,EC,International Workers' Day,International Workers' Day,True,Public,,
2026-05-24,EC,Batalla de Pichincha,The Battle of Pichincha,True,Public,,
2026-08-10,EC,Primer Grito de Independencia,Declaration of Independence of Quito,True,Public,,
2026-10-09,EC,Independencia de Guayaquil,Independence of Guayaquil,True,Public,,
2026-11-02,EC,"Día de los Difuntos, Día de Muertos",All Souls' Day,True,Public,,
2026-11-03,EC,Independencia de Cuenca,Independence of Cuenca,True,Public,,
2026-12-25,EC,Día de Navidad,Christmas Day,True,Public,,
2026-01-01,EE,uusaasta,New Year's Day,True,Public,,
2026-02-24,EE,iseseisvuspäev,Independence Day,True,Public,,
2026-04-03,EE,suur reede,Good Friday,True,Public,,
2026-04-05,EE,ülestõusmispühade 1. püha,Easter Sunday,True,Public,,
2026-05-01,EE,kevadpüha,Spring Day,True,Public,,
2026-05-24,EE,nelipühade 1. püha,Pentecost,True,Public,,
2026-06-23,EE,võidupüha and jaanilaupäev,Victory Day,True,Public,,
2026-06-24,EE,jaanipäev,Midsummer Day,True,Public,,
2026-08-20,EE,taasiseseisvumispäev,Day of Restoration of Independence,True,Public,,
2026-12-24,EE,jõululaupäev,Christmas Eve,True,Public,,
2026-12-25,EE,esimene jõulupüha,Christmas Day,True,Public,,
2026-12-26,EE,teine jõulupüha,St. Stephen's Day,True,Public,,
2026-01-07,EG,عيد الميلاد المجيد,Christmas Day (Orthodox),True,Public,,
2026-01-25,EG,عيد الثورة 25 يناير,Revolution Day 2011 / National Police Day,True,Public,,
2026-04-25,EG,عيد تحرير سيناء,Sinai Liberation Day,True,Public,,
2026-05-01,EG,عيد العمال,Labour Day,True,Public,,
2026-07-02,EG,ثورة 30 يونيو,June 30 Revolution,True,Public,,
2026-07-23,EG,عيد ثورة 23 يوليو,Revolution Day,True,Public,,
2026-10-06,EG,عيد القوات المسلحة,Armed Forces Day,True,Public,,
2026-01-01,ES,Año Nuevo,New Year's Day,True,Public,,
2026-01-06,ES,Día de Reyes / Epifanía del Señor,Epiphany,True,Public,,
2026-02-28,ES,Día de Andalucía,Day of Andalucía,False,Public,ES-AN,
2026-03-01,ES,Dia de les Illes Balears,Day of the Balearic Islands,False,Public,ES-IB,
2026-04-02,ES,Jueves Santo,Maundy Thursday,False,Public,ES-AN; ES-AR; ES-CL; ES-CM; ES-CN; ES-EX; ES-GA; ES-IB; ES-RI; ES-MD; ES-MC; ES-NC; ES-AS; ES-PV; ES-CB,
2026-04-03,ES,Viernes Santo,Good Friday,True,Public,,
2026-04-06,ES,Lunes de Pascua,Easter Monday,False,Public,ES-CT; ES-IB; ES-RI; ES-NC; ES-PV; ES-VC,
2026-04-23,ES,Día de Castilla y León,Castile and León Day,False,Public,ES-CL,
2026-04-23,ES,San Jorge (Día de Aragón),Day of Aragón,False,Public,ES-AR,
2026-05-01,ES,Fiesta del trabajo,Labour Day,True,Public,,
2026-05-02,ES,Fiesta de la Comunidad de Madrid,Day of Madrid,False,Public,ES-MD,
2026-05-17,ES,Día das Letras Galegas,Galician Literature Day,False,Public,ES-GA,
2026-05-30,ES,Día de Canarias,Day of the Canary Islands,False,Public,ES-CN,
2026-05-31,ES,Día de la Región Castilla-La Mancha,Day of Castilla-La Mancha,False,Public,ES-CM,
2026-06-04,ES,Corpus Christi,Corpus Christi,False,Public,ES-CM,
2026-06-09,ES,Día de La Rioja,Day of La Rioja,False,Public,ES-RI,
2026-06-09,ES,Día de la Región de Murcia,Day of Murcia,False,Public,ES-MC,
2026-06-24,ES,Sant Joan,St. John's Day,False,Public,ES-CT; ES-VC,
2026-07-25,ES,Santiago Apóstol,Santiago Apóstol,False,Public,ES-GA; ES-PV,
2026-07-28,ES,Día de las Instituciones de Cantabria,Day of the Cantabrian Institutions,False,Public,ES-CB,
2026-08-15,ES,Asunción,Assumption,True,Public,,
2026-09-08,ES,Día de Asturias,Day of Asturias,False,Public,ES-AS,
2026-09-08,ES,Día de Extremadura,Day of Extremadura,False,Public,ES-EX,
2026-09-11,ES,Diada Nacional de Catalunya,National Day of Catalonia,False,Public,ES-CT,
2026-09-15,ES,Festividad de la Bien Aparecida,Feast of Our Lady of Bien Aparecida,False,Public,ES-CB,
2026-10-09,ES,Dia de la Comunitat Valenciana,Day of the Valencian Community,False,Public,ES-VC,
2026-10-12,ES,Fiesta Nacional de España,National Day of Spain,True,Public,,
2026-11-01,ES,Día de todos los Santos,All Saints Day,True,Public,,
2026-12-06,ES,Día de la Constitución,Constitution Day,True,Public,,
2026-12-08,ES,Inmaculada Concepción,Immaculate Conception,True,Public,,
2026-12-25,ES,Navidad,Christmas Day,True,Public,,
2026-12-26,ES,Feast of Saint Stephen,St. Stephen's Day,False,Public,ES-CT,
2026-01-01,FI,Uudenvuodenpäivä,New Year's Day,True,Public,,
2026-01-06,FI,Loppiainen,Epiphany,True,Public,,
2026-04-03,FI,Pitkäperjantai,Good Friday,True,Public,,
2026-04-05,FI,Pääsiäispäivä,Easter Sunday,True,Public,,
2026-04-06,FI,Toinen pääsiäispäivä,Easter Monday,True,Public,,
2026-05-01,FI,Vappu,May Day,True,Public,,
2026-05-14,FI,Helatorstai,Ascension Day,True,Public,,
2026-05-24,FI,Helluntaipäivä,Pentecost,True,Public,,
2026-06-19,FI,Juhannusaatto,Midsummer Eve,True,Public,,
2026-06-20,FI,Juhannuspäivä,Midsummer Day,True,Public,,
2026-10-31,FI,Pyhäinpäivä,All Saints' Day,True,Public,,
2026-12-06,FI,Itsenäisyyspäivä,Independence Day,True,Public,,
2026-12-24,FI,Jouluaatto,Christmas Eve,True,Public,,
2026-12-25,FI,Joulupäivä,Christmas Day,True,Public,,
2026-12-26,FI,Tapaninpäivä,St. Stephen's Day,True,Public,,
2026-01-01,FO,Nýggjársdagur,New Year's Day,True,Public,,
2026-04-02,FO,Skírhósdagur,Maundy Thursday,True,Public,,
2026-04-03,FO,Langifríggjadagur,Good Friday,True,Public,,
2026-04-05,FO,Páskadagur,Easter Sunday,True,Public,,
2026-04-06,FO,2. Páskadagur,Easter Monday,True,Public,,
2026-04-25,FO,Flaggdagur,National Flag Day,True,Public,,
2026-05-01,FO,Dýri biðidagur,General Prayer Day,True,Public,,
2026-05-14,FO,Kristi himmalsferðar dagur,Ascension Day,True,Public,,
2026-05-24,FO,Hvítasunnudagur,Pentecost,True,Public,,
2026-05-25,FO,2. Hvítasunnudagur,Whit Monday,True,Public,,
2026-06-05,FO,Grundlógardagur Danmarkar,Constitution Day,True,Public,,
2026-07-28,FO,Ólavsøkuaftan,Saint Olav's Eve,True,Public,,
2026-07-29,FO,Ólavsøkudagur,Saint Olav's Day,True,Public,,
2026-12-24,FO,Jólaaftanskvøld,Christmas Eve,True,Public,,
2026-12-25,FO,Jóladagur,Christmas Day,True,Public,,
2026-12-26,FO,2. Jóladagur,St. Stephen's Day,True,Public,,
2026-12-31,FO,Nýggjársaftan,New Year's Eve,True,Public,,
2026-01-01,FR,Jour de l'an,New Year's Day,True,Public,,
2026-04-06,FR,Lundi de Pâques,Easter Monday,True,Public,,
2026-05-01,FR,Fête du Travail,Labour Day,True,Public,,
2026-05-08,FR,Victoire 1945,Victory in Europe Day,True,Public,,
2026-05-14,FR,Ascension,Ascension Day,True,Public,,
2026-05-25,FR,Lundi de Pentecôte,Whit Monday,True,Public,,
2026-07-14,FR,Fête nationale,Bastille Day,True,Public,,
2026-08-15,FR,Assomption,Assumption Day,True,Public,,
2026-11-01,FR,Toussaint,All Saints' Day,True,Public,,
2026-11-11,FR,Armistice 1918,Armistice Day,True,Public,,
2026-12-25,FR,Noël,Christmas Day,True,Public,,
2026-01-01,GA,New Year's Day,New Year's Day,True,Public,,
2026-03-12,GA,Renovation Day,Renovation Day,True,Public,,
2026-04-06,GA,Easter Monday,Easter Monday,True,Public,,
2026-04-17,GA,Women's Day,Women's Day,True,Public,,
2026-05-01,GA,Labour Day,Labour Day,True,Public,,
2026-05-06,GA,Martyr's Day,Martyr's Day,True,Public,,
2026-05-25,GA,Whit Monday,Whit Monday,True,Public,,
2026-08-15,GA,Assumption Day,Assumption Day,True,Public,,
2026-08-17,GA,Independence Day,Independence Day,True,Public,,
2026-11-01,GA,All Saints' Day,All Saints' Day,True,Public,,
2026-12-25,GA,Božić,Christmas Day,True,Public,,
2026-01-01,GB,New Year's Day,New Year's Day,False,Public,GB-ENG; GB-NIR; GB-SCT; GB-WLS,
2026-01-02,GB,2 January,2 January,False,Public,GB-SCT,
2026-03-17,GB,Saint Patrick's Day,Saint Patrick's Day,False,Public,GB-NIR,
2026-04-03,GB,Good Friday,Good Friday,True,Public,,
2026-04-06,GB,Easter Monday,Easter Monday,False,Public,GB-ENG; GB-WLS; GB-NIR,
2026-05-04,GB,Early May Bank Holiday,Early May Bank Holiday,True,Public,,
2026-05-25,GB,Spring Bank Holiday,Spring Bank Holiday,True,Public,,
2026-06-15,GB,World Cup Bank Holiday,World Cup Bank Holiday,False,Public,GB-SCT,
2026-07-13,GB,Battle of the Boyne,Battle of the Boyne,False,Public,GB-NIR,
2026-08-03,GB,Summer Bank Holiday,Summer Bank Holiday,False,Public,GB-SCT,
2026-08-31,GB,Summer Bank Holiday,Summer Bank Holiday,False,Public,GB-ENG; GB-WLS; GB-NIR,
2026-11-30,GB,Saint Andrew's Day,Saint Andrew's Day,False,Public,GB-SCT,
2026-12-25,GB,Christmas Day,Christmas Day,True,Public,,
2026-12-28,GB,Boxing Day,St. Stephen's Day,True,Public,,
2026-01-01,GD,New Year's Day,New Year's Day,True,Public,,
2026-02-07,GD,Independence Day,Independence Day,True,Public,,
2026-04-03,GD,Good Friday,Good Friday,True,Public,,
2026-04-06,GD,Easter Monday,Easter Monday,True,Public,,
2026-05-01,GD,Labour Day,Labour Day,True,Public,,
2026-05-01,GD,Indian Arrival Day,Indian Arrival Day,True,Public,,
2026-05-25,GD,Whit Monday,Whit Monday,True,Public,,
2026-06-04,GD,Corpus Christi,Corpus Christi,True,Public,,
2026-08-03,GD,Emancipation Day,Emancipation Day,True,Public,,
2026-08-11,GD,Carnival,Carnival,True,Public,,
2026-10-25,GD,Thanksgiving Day,Thanksgiving Day,True,Public,,
2026-12-25,GD,Christmas Day,Christmas Day,True,Public,,
2026-12-26,GD,Boxing Day,Boxing Day,True,Public,,
2026-01-01,GE,ახალი წელი,New Year's Day,True,Public,,
2026-01-02,GE,ახალი წელი,New Year's Day,True,Public,,
2026-01-07,GE,ქრისტეშობა,Christmas Day (Orthodox),True,Public,,
2026-01-19,GE,ნათლისღება,Epiphany (Orthodox),True,Public,,
2026-03-03,GE,დედის დღე,Mother's Day,True,Public,,
2026-03-08,GE,ქალთა საერთაშორისო დღე,International Women's Day,True,Public,,
2026-04-09,GE,ეროვნული ერთიანობის დღე,National Unity Day,True,Public,,
2026-04-10,GE,ძველი პარასკევი,Good Friday,True,Public,,
2026-04-11,GE,დიდი შაბათი,Holy Saturday,True,Public,,
2026-04-12,GE,აღდგომის კვირა,Easter Sunday,True,Public,,
2026-04-13,GE,აღდგომის ორშაბათი,Easter Monday,True,Public,,
2026-05-09,GE,ფაშიზმზე გამარჯვების დღე,Day of Victory over Fascism,True,Public,,
2026-05-12,GE,წმინდა მოციქულის ანდრია პირველწოდებულის საქართველოში შემოსვლის დღე,Saint Andrew the First-Called Day,True,Public,,
2026-05-26,GE,დამოუკიდებლობის დღე,Independence Day,True,Public,,
2026-08-28,GE,მარიამობა,Saint Mary's Day,True,Public,,
2026-10-14,GE,სვეტიცხოვლობა,Day of Svetitskhoveli Cathedra,True,Public,,
2026-11-23,GE,გიორგობა,Saint George's Day,True,Public,,
2026-01-01,GG,New Year's Day,New Year's Day,True,Public,,
2026-04-03,GG,Good Friday,Good Friday,True,Public,,
2026-04-06,GG,Easter Monday,Easter Monday,True,Public,,
2026-05-01,GG,Early May Bank Holiday,Early May Bank Holiday,True,Public,,
2026-05-09,GG,Liberation Day,Liberation Day,True,Public,,
2026-05-25,GG,Spring Bank Holiday,Spring Bank Holiday,True,Public,,
2026-08-31,GG,Summer Bank Holiday,Summer Bank Holiday,True,Public,,
2026-12-25,GG,Christmas Day,Christmas Day,True,Public,,
2026-12-26,GG,St. Stephen's Day,Boxing Day,True,Public,,
2026-01-01,GH,New Year's Day,New Year's Day,True,Public,,
2026-01-07,GH,Constitution Day,Constitution Day,True,Public,,
2026-03-06,GH,Independence Day,Independence Day,True,Public,,
2026-04-03,GH,Good Friday,Good Friday,True,Public,,
2026-04-06,GH,Easter Monday,Easter Monday,True,Public,,
2026-05-01,GH,May Day,May Day,True,Public,,
2026-07-01,GH,Republic Day,Republic Day,True,Public,,
2026-09-21,GH,Founders Day,Founders Day,True,Public,,
2026-12-04,GH,Farmers' Day,Farmers' Day,True,Public,,
2026-12-25,GH,Christmas Day,Christmas Day,True,Public,,
2026-12-26,GH,Boxing Day,Boxing Day,True,Public,,
2026-01-01,GI,New Year's Day,New Year's Day,True,Public,,
2026-03-09,GI,Commonwealth Day,Commonwealth Day,True,Public,,
2026-04-03,GI,Good Friday,Good Friday,True,Public,,
2026-04-06,GI,Easter Monday,Easter Monday,True,Public,,
2026-04-28,GI,Workers' Memorial Day,Workers' Memorial Day,True,Public,,
2026-05-01,GI,May Day Bank Holiday,May Day Bank Holiday,True,Public,,
2026-05-25,GI,Spring Bank Holiday,Spring Bank Holiday,True,Public,,
2026-06-08,GI,Queen's Birthday,Queen's Birthday,True,Public,,
2026-08-31,GI,Summer Bank Holiday,Summer Bank Holiday,True,Public,,
2026-09-10,GI,Gibraltar National Day,Gibraltar National Day,True,Public,,
2026-12-25,GI,Christmas Day,Christmas Day,True,Public,,
2026-12-26,GI,St. Stephen's Day,Boxing Day,True,Public,,
2026-01-01,GL,Ukiortaaq,New Year's Day,True,Public,,
2026-01-06,GL,Kunngit pingasut ulluat,Epiphany,True,Bank; School; Optional,,
2026-04-02,GL,Sisamanngortoq illernartoq,Maundy Thursday,True,Public,,
2026-04-03,GL,Tallimanngorneq tannaartoq,Good Friday,True,Public,,
2026-04-05,GL,Poorskip ullua,Easter Sunday,True,Public,,
2026-04-06,GL,Poorskip-aappaa,Easter Monday,True,Public,,
2026-05-01,GL,Tussiarfik,General Prayer Day,True,Public,,
2026-05-14,GL,Qilaliarfik,Ascension Day,True,Public,,
2026-05-15,GL,Atuanngiffik,Bank closing day,True,Bank; School; Optional,,
2026-05-24,GL,Piinsi,Pentecost,True,Public,,
2026-05-25,GL,Piinsip-aappaa,Whit Monday,True,Public,,
2026-06-21,GL,Ullortuneq,Ullortuneq,True,Public,,
2026-12-24,GL,Juulliaraq,Christmas Eve,True,Bank; School; Optional,,
2026-12-25,GL,Juullip ullua,Christmas Day,True,Public,,
2026-12-26,GL,Juullip-aappaa,St. Stephen's Day,True,Public,,
2026-12-31,GL,Ukiutoqaq,New Year's Eve,True,Bank; School; Optional,,
2026-01-01,GM,New Year's Day,New Year's Day,True,Public,,
2026-02-18,GM,Independence Day,Independence Day,True,Public,,
2026-04-03,GM,Good Friday,Good Friday,True,Public,,
2026-04-06,GM,Easter Monday,Easter Monday,True,Public,,
2026-05-01,GM,Labour Day,Labour Day,True,Public,,
2026-05-25,GM,Africa Day,Africa Day,True,Public,,
2026-07-22,GM,Revolution Day,Revolution Day,True,Public,,
2026-08-15,GM,Assumption Day,Assumption Day,True,Public,,
2026-12-25,GM,Christmas Day,Christmas Day,True,Public,,
2026-01-01,GR,Πρωτοχρονιά,New Year's Day,True,Public,,
2026-01-06,GR,Θεοφάνεια,Epiphany,True,Public,,
2026-02-23,GR,Καθαρά Δευτέρα,Clean Monday,True,Public,,
2026-03-25,GR,Ευαγγελισμός της Θεοτόκου,Annunciation,True,Public,,
2026-03-25,GR,Εικοστή Πέμπτη Μαρτίου,Independence Day,True,Public,,
2026-04-10,GR,Μεγάλη Παρασκευή,Good Friday,True,Public,,
2026-04-12,GR,Κυριακή του Πάσχα,Easter Sunday,True,Public,,
2026-04-13,GR,Δευτέρα του Πάσχα,Easter Monday,True,Public,,
2026-05-01,GR,Εργατική Πρωτομαγιά,Labour Day,True,Public,,
2026-05-31,GR,Πεντηκοστή,Pentecost,True,Public,,
2026-06-01,GR,Δευτέρα Πεντηκοστής,Whit Monday,True,Public,,
2026-08-15,GR,Κοίμηση της Θεοτόκου,Assumption Day,True,Public,,
2026-10-28,GR,Το Όχι,Ochi Day,True,Public,,
2026-12-25,GR,Χριστούγεννα,Christmas Day,True,Public,,
2026-12-26,GR,Σύναξις Υπεραγίας Θεοτόκου Μαρίας,St. Stephen's Day,True,Public,,
2026-01-01,GT,New Year's Day,New Year's Day,True,Public,,
2026-04-02,GT,Maundy Thursday,Maundy Thursday,True,Public,,
2026-04-03,GT,Good Friday,Good Friday,True,Public,,
2026-04-04,GT,Holy Saturday,Holy Saturday,True,Public,,
2026-04-05,GT,Easter Sunday,Easter Sunday,True,Public,,
