uuid,ich_public_ref,inscription_year,title_en,countries,type_acronym,type_of_element_en,concepts_primary_names,concepts_secondary_names,http_url_en
629ca455-4a74-4541-a304-f30156ad5d68,1063,2015,Tradition of kimchi-making in the Democratic People's Republic of Korea,KP,RL,Representative List,Fermentation; Food preparation,Everyday life; Family; Food customs; Homemakers; Oral tradition,https://ich.unesco.org/en/RL/01063
72e80214-b4f9-458c-9093-cf4dbe24cb2a,1492,2019,Traditional skills of crafting and playing Dotār,IR,RL,Representative List,Instrumental music; Plucked string instruments; Story telling,Apprenticeship; Conflict resolution; Craft workers; Folk literature; Gnosticism; Instrument making; Nonformal education; Wedding,https://ich.unesco.org/en/RL/01492
225b9837-bb80-431b-990c-4634f7d77955,1474,2019,Provision of services and hospitality during the Arba'in visitation,IQ,RL,Representative List,Hospitality; Pilgrimages; Volunteers,Culture of peace; Food preparation; Islam; Medical treatment; Temples,https://ich.unesco.org/en/RL/01474
ee2b6af3-fd0f-4158-a503-4591d44e365f,1263,2018,Hurling,IE,RL,Representative List,Games; Sports competitions,Leather; Mythology; Stick; Talent,https://ich.unesco.org/en/RL/01263
f0f90fcb-ffe5-4b18-abbe-b536d0e24dde,1462,2019,Artisanal talavera of Puebla and Tlaxcala (Mexico) and ceramics of Talavera de la Reina and El Puente del Arzobispo (Spain) making process,MX; ES,RL,Representative List,Ceramic art; Painting; Pattern,Apprenticeship; Craft workers; Decorative arts; Geometry; Handicrafts education; Kiln; Natural pigments; Technical skills,https://ich.unesco.org/en/RL/01462
e55040b1-1d25-4408-85ea-fa7d680e97dd,901,2016,Argungu international fishing and cultural festival,NG,RL,Representative List,Festivals; Games,Archery; Dance; Friendship; Peacebuilding; Post-conflict; Procession; Sports competitions; Wrestling,https://ich.unesco.org/en/RL/00901
a9a76f53-6654-49a8-af83-b66f22d98bde,1056,2015,Wititi dance of the Colca Valley,PE,RL,Representative List,Dance; Initiation rites,Agricultural ritual; Choreography; Contests; Costumes; Embroidery; Orchestras; Procession; Single persons; Transvestism; Wedding,https://ich.unesco.org/en/RL/01056
85e47d2f-d008-4a86-8f5f-09f586217e52,1196,2015,"Alardah Alnajdiyah, dance, drumming and poetry in Saudi Arabia",SA,RL,Representative List,Dance; Percussion instruments; Vocal music,Bladed weapons; Choir singing; Choreography; Costumes; Genealogy; Instrumental music; Poetry; Religious practice; Social gathering; Wedding,https://ich.unesco.org/en/RL/01196
40969c0c-5dd1-40f9-acc7-d38a6e1ccfd8,1011,2016,"Almezmar, drumming and dancing with sticks",SA,RL,Representative List,Dance; Stick; Vocal music,Body percussion; Costumes; Craft workers; Cultural events; Emotions; Entertainment; Moral values; Percussion instruments; Wedding,https://ich.unesco.org/en/RL/01011
d3a06bf5-54de-4cab-aa35-a3475cd13f67,1432,2019,"Practice of traditional music and dance in Setesdal, playing, dancing and singing (stev/stevjing)",NO,RL,Representative List,Dance; Instrumental music; Vocal music,Bowed string instruments; Costumes; Emotions; Humour (literary); Idiophones; Instrument making; Nonformal education,https://ich.unesco.org/en/RL/01432
c1d0225a-7aa5-47b4-be86-259f9be13c4e,1383,2018,Ritual and festive expressions of the Congo culture,PA,RL,Representative List,Historical reenactment; Ritual dance; Vocal music,Colonial history; Costumes; Festivals; Legendary creatures; Masks; Matriarchy; Oral tradition; Percussion instruments; Performing arts; Religious practice; Religious syncretism; Ritual purification; Slavery,https://ich.unesco.org/en/RL/01383
f3cd1164-6f6c-4bfc-abed-d7d3d459986a,1202,2016,Puppetry in Slovakia and Czechia,SK; CZ,RL,Representative List,Puppets; Theatre,Costumes; Craft workers; Family; Festivals; Folk literature; Handicrafts; Humour (literary); Moral values; Restoration; Vocal music; Wood carving,https://ich.unesco.org/en/RL/01202
9dfbb21e-a056-4e38-bacf-525cdd4f9107,1362,2018,Nativity scene (szopka) tradition in Krakow,PL,RL,Representative List,Architecture; Effigies; Religious practice,Craft workers; Exhibitions; Handicrafts; Historic monuments; Holidays; Miniature paintings; Paper; Technical skills; Wood carving,https://ich.unesco.org/en/RL/01362
fbbc84ab-4bad-4361-be25-5e85e83aa17f,1379,2019,"Practices of Then by Tày, Nùng and Thái ethnic groups in Viet Nam",VN,RL,Representative List,Agricultural ritual; Prosperity ritual; Ritual purification,Bladed weapons; Costumes; Dance; Holism; Memorization; Offering; Plucked string instruments; Traditional medicine; Vocal music,https://ich.unesco.org/en/RL/01379
629a762c-88d9-445a-a48e-1baf55e0ec26,1078,2015,"Al-Razfa, a traditional performing art",AE; OM,RL,Representative List,Choir singing; Dance; Oral tradition,Choreography; Family; Percussion instruments; Plucked string instruments; Poetry; Stick; Wedding,https://ich.unesco.org/en/RL/01078
1d10d189-12d7-4f5e-8a70-88fd60acb9cc,1478,2019,"Drotárstvo, wire craft and art",SK,RL,Representative List,Handicrafts; Metalworking; Technical skills,Basket weaving; Ceramic art; Decorative arts; Everyday life; Family; Maintenance; Nonformal education,https://ich.unesco.org/en/RL/01478
de0e8812-1018-453b-8550-459070a09171,1370,2018,"Rūkada Nātya, traditional string puppet drama in Sri Lanka",LK,RL,Representative List,Drama; Puppets,Buddhism; Costumes; Craft workers; Folk literature; Humour (literary); Instrumental music; Moral values; Natural pigments; Percussion instruments; Talent; Vocal music; Wind instruments; Wood carving,https://ich.unesco.org/en/RL/01370
bca5c101-e72d-48f9-a457-a0444eae6446,1058,2016,Traditional craftsmanship of Çini-making,TR,RL,Representative List,Ceramic art; Decorative arts,Architecture; Craft workers; Geometry; Glaze; Kiln; Natural dyes; Painting; Pattern,https://ich.unesco.org/en/RL/01058
b5aec91d-e37f-4cac-9de3-a36a5bab8340,1166,2016,Palov culture and tradition,UZ,RL,Representative List,Food preparation,Apprenticeship; Ceramic art; Family; Hospitality; Instrumental music; New year; Wedding,https://ich.unesco.org/en/RL/01166
2315a163-acd8-4cab-8d51-31080ff60bd3,1064,2016,Practices related to the Viet beliefs in the Mother Goddesses of Three Realms,VN,RL,Representative List,Mothers; Religious practice,Buddhism; Dance; Instrumental music; Offering; Oral tradition; Procession; Prosperity ritual; Sacred sites; Spiritualism; Trance; Vocal music,https://ich.unesco.org/en/RL/01064
4ae9e5b0-8bd4-4e38-b77b-b722cacac15e,1456,2019,Tradition of Kosiv painted ceramics,UA,RL,Representative List,Ceramic art; Painting; Technical skills,Apprenticeship; Colours; Craft workers; Kiln; Pattern,https://ich.unesco.org/en/RL/01456
ff23fb4b-b5bd-4ecf-83de-c481815c7812,1098,2016,Community project of safeguarding the living culture of Rovinj/Rovigno: the Batana Ecomuseum,HR,Art18,Register of Good Safeguarding Practices,Ecomuseums; Technical skills,Awards; Choir singing; Craft workers; Cultural organizations; Family; Festivals; Safeguarding practices; Scientific publications; Ships; Tourism; Vocal music; Woodworking,https://ich.unesco.org/en/Art18/01098
9556543b-2ae5-4e8b-b21d-6e188d0d900c,743,2012,Performance of the Armenian epic of 'Daredevils of Sassoun' or 'David of Sassoun',AM,RL,Representative List,Epic poetry; Oral tradition,Bard; Costumes; Cultural events; Family; Festivals; Folk literature; Religious belief; Story telling; Vocal music; Woodwind instruments,https://ich.unesco.org/en/RL/00743
493f0ae1-2db0-4217-80f6-8fc6579ff21e,671,2012,"Craftsmanship and performance art of the Tar, a long-necked string musical instrument",AZ,RL,Representative List,Instrument making; Instrumental music; Plucked string instruments,Apprenticeship; Craft workers; Family; Feasts; Music education; Oral tradition; Social participation; Traditional tools,https://ich.unesco.org/en/RL/00671
deb1a310-aca8-41aa-b4b3-c7cd8930536d,670,2012,Marches of Entre-Sambre-et-Meuse,BE,RL,Representative List,Historical reenactment; Procession; Religious practice,Costumes; Family; Instrument making; Musical instruments; Oral tradition; Pilgrimages; Saints; Sculpture; Weapons,https://ich.unesco.org/en/RL/00670
5340afd5-02f1-44ec-a6e3-018c13d3c275,627,2012,"Ichapekene Piesta, the biggest festival of San Ignacio de Moxos",BO,RL,Representative List,Festivals; Masks; Religious practice,Catholicism; Costumes; Instrumental music; Musical instruments; Mythology; Procession; Pyrotechnics; Religious syncretism; Sculpture,https://ich.unesco.org/en/RL/00627
27b48037-8322-48ec-a2b6-d8834d0f08b3,746,2012,"Klapa multipart singing of Dalmatia, southern Croatia",HR,RL,Representative List,Men; Polyphonic singing; Vocal music,Communities; Creativity; Disc recordings; Emotions; Everyday life; Festivals; Humour (literary); Oral tradition,https://ich.unesco.org/en/RL/00746
71398dec-654f-42ce-b301-1fb8b24ebc1d,580,2012,Qālišuyān rituals of Mašhad-e Ardehāl in Kāšān,IR,RL,Representative List,Pilgrimages; Rituals; Saints,Calendars; Carpets; Funeral; Islam; Oral tradition; Vocal music,https://ich.unesco.org/en/RL/00580
b4844325-2b0a-47a8-b8e0-4ade10f3977e,641,2012,Cherry festival in Sefrou,MA,RL,Representative List,Beauty pageant; Festivals,Costumes; Dance; Farmers; Fashion; Float; Handicrafts; Procession; Sports competitions; Weapons,https://ich.unesco.org/en/RL/00641
7ea91d86-b6c6-4f44-bc3a-3be001f48d0d,610,2012,Craftsmanship of Horezu ceramics,RO,RL,Representative List,Ceramic art; Technical skills,Apprenticeship; Craft workers; Gender division of labour; Geometry; Handicrafts; Pattern; Traditional tools,https://ich.unesco.org/en/RL/00610
ccb2762a-e642-4183-8f49-58080ced3789,744,2012,"Al-Taghrooda, traditional Bedouin chanted poetry in the United Arab Emirates and the Sultanate of Oman",AE; OM,RL,Representative List,Oral tradition; Poetry; Vocal music,Choir singing; Conflict resolution; Family; Improvisation; Nomads; Proverbs; Social capital; Work songs,https://ich.unesco.org/en/RL/00744
e39e6f29-de2e-4666-8e5e-bdb4e7953649,1256,2017,"Taskiwin, martial dance of the western High Atlas",MA,USL,Urgent Safeguarding List,Dance,Costumes; Craft workers; Instrument making; Instrumental music; Percussion instruments; Rituals; Social inclusion; Talent; Vocal music; Wedding; Woodwind instruments,https://ich.unesco.org/en/USL/01256
0417111e-2fe4-4018-8356-1f569297dd70,658,2017,Whistled language,TR,USL,Urgent Safeguarding List,Nonverbal communication; Whistled language,Apprenticeship; Communication skills; Family; Festivals; Rural population; Safeguarding practices; Social inclusion; Talent,https://ich.unesco.org/en/USL/00658
af75ca8e-4e3b-47e2-839e-9a3007e84e53,1268,2017,"Al Azi, art of performing praise, pride and fortitude poetry",AE,USL,Urgent Safeguarding List,Oral expression; Poetry; Vocal music,Choir singing; Customary law; Festivals; Improvisation; Oral tradition; Performing arts; Proverbs; Stick; Wedding,https://ich.unesco.org/en/USL/01268
c2732a65-bae3-4f7d-aa26-539378350c63,1295,2017,"Kochari, traditional group dance",AM,RL,Representative List,Dance; Instrumental music,Choreography; Costumes; Cultural education; Feasts; Nonformal education; Performing arts; Socio-cultural practices; Wedding,https://ich.unesco.org/en/RL/01295
e6f93796-f018-42b3-9c06-e48411c8effe,1112,2017,Traditional art of Shital Pati weaving of Sylhet,BD,RL,Representative List,Carpets; Weaving,Craft workers; Empowerment; Family; Handicrafts; Natural dyes; Technical skills; Textile arts,https://ich.unesco.org/en/RL/01112
d8c76088-180b-45aa-a7aa-f23d63f2cefc,1182,2017,Ritual journeys in La Paz during Alasita,BO,RL,Representative List,Festivals; Prosperity ritual; Religious practice,Christianity; Family; Handicrafts; Incense; Offering; Religious syncretism; Ritual items; Social inclusion; Toys,https://ich.unesco.org/en/RL/01182
c8bcf7a5-9705-4d21-b065-4718311e5a11,1258,2017,Kumbh Mela,IN,RL,Representative List,Pilgrimages; Religious practice; Sacred sites,Astronomy; Festivals; Hinduism; Instrumental music; Oral tradition; Ritual purification,https://ich.unesco.org/en/RL/01258
f9d95706-e541-4f42-8c46-ce138fcf8684,1282,2017,"Chogān, a horse-riding game accompanied by music and storytelling",IR,RL,Representative List,Equestrian games; Story telling,Dance; Epic poetry; Feasts; Folk literature; Handicrafts; Instrumental music; Performing arts,https://ich.unesco.org/en/RL/01282
9559c898-a33e-419e-847e-3c155e8c124d,1264,2017,Uilleann piping,IE,RL,Representative List,Instrumental music; Woodwind instruments,Dance; Family; Funeral; Handicrafts; Improvisation; Instrument making; Music education; Musical performances; Wedding,https://ich.unesco.org/en/RL/01264
d226042e-fcb6-4169-8163-ff9a0a2bc315,722,2017,Art of Neapolitan ‘Pizzaiuolo’,IT,RL,Representative List,Food customs; Food preparation,Contests; Family; Flour; Nonformal education; Nutrition,https://ich.unesco.org/en/RL/00722
77533b8f-35c4-4945-bf12-7fac9a19a371,1086,2017,Kazakh traditional Assyk games,KZ,RL,Representative List,Educational games; Games,Contests; Feasts; Natural dyes; Nonformal education,https://ich.unesco.org/en/RL/01086
6a1eef57-385a-4ded-9396-4f847b51143e,1222,2017,The art of Bài Chòi in Central Viet Nam,VN,RL,Representative List,Games; Performing arts,Family; Improvisation; Musical instruments; New year; Oral tradition; Orchestras; Riddle; Satire; Vocal music,https://ich.unesco.org/en/RL/01222
d2d7306a-90cf-4fe8-ac69-1c211abfe14d,1254,2017,"Margilan Crafts Development Centre, safeguarding of the atlas and adras making traditional technologies",UZ,Art18,Register of Good Safeguarding Practices,Handicrafts education; Safeguarding practices; Textile arts,Craft workers; Design; Dyes technology; Exhibitions; Festivals; Handicrafts; Natural pigments; Revitalization; Technical education; Technical skills; Training centres; Training methods; Weaving,https://ich.unesco.org/en/Art18/01254
e3fea953-7fc4-4660-a250-c30f2b99ca05,253,2009,Art of Azerbaijani Ashiq,AZ,RL,Representative List,Dance; Instrumental music; Vocal music,Bard; Emotions; Instrument making; Multiethnic societies; Musical performances; Nomads; Oral history; Plucked string instruments; Poetry; Story telling; Wedding,https://ich.unesco.org/en/RL/00253
6de9da78-009a-4159-9bf9-15df1d912d0a,263,2009,Procession of the Holy Blood in Bruges,BE,RL,Representative List,Procession; Religious practice,Catholicism; Churches; Costumes; Fanfare; Fraternity; Historical reenactment; Multilingualism; Performing arts; Religious belief; Volunteers,https://ich.unesco.org/en/RL/00263
2d18cbb5-85cc-43e6-89fb-c5453fd7e063,191,2009,"Nestinarstvo, messages from the past: the Panagyr of Saints Constantine and Helena in the village of Bulgari",BG,RL,Representative List,Fertility ritual; Firewalking; Ritual dance,Clergy; Festivals; Icons; Instrumental music; Offering; Orthodox Churches; Percussion instruments; Procession; Religious practice; Saints; Trance; Wind instruments,https://ich.unesco.org/en/RL/00191
d2142fa2-09de-44f6-ba17-1801fc39d49a,219,2009,Chinese paper-cut,CN,RL,Representative List,Decorative arts; Paper,Aesthetics; Engraving; Everyday life; Fertility ritual; Festivals; Folk art; Handicrafts; Handicrafts education; Improvisation; Prosperity ritual; Religious belief; Textile arts; Wedding,https://ich.unesco.org/en/RL/00219
5b96bbe7-b94f-4fe7-8c19-f59c524b2bba,404,2011,Leuven age set ritual repertoire,BE,RL,Representative List,Age groups; Initiation rites,Brewing; Costumes; Ethics; Everyday life; Fair; Flags; Fraternity; Friendship; Godfather; Religious practice; Saints; Social work; Travel,https://ich.unesco.org/en/RL/00404
38e8412f-3a4a-4437-82bf-a3c4a220b1ca,358,2011,Bećarac singing and playing from Eastern Croatia,HR,RL,Representative List,Improvisation; Instrumental music; Vocal music,Choir singing; Costumes; Emotions; Humour (literary); Mass culture; Satire; Social values; String instruments; Wedding; Wind instruments,https://ich.unesco.org/en/RL/00358
ead64277-58d2-4e7e-b263-aa4b0697fb1b,359,2011,"Nijemo Kolo, silent circle dance of the Dalmatian hinterland",HR,RL,Representative List,Choreography; Dance,Acrobatics; Carnival; Costumes; Fair; Feasts; Improvisation; Religious practice; Rural areas; Talent; Wedding; Youth activities,https://ich.unesco.org/en/RL/00359
49f68d34-6fba-41a5-a00e-7ea4f4e61f5d,536,2011,Tsiattista poetic duelling,CY,RL,Representative List,Contests; Oral tradition; Poetry; Vocal music,Duet; Fair; Festivals; Humour (literary); Imagination; Instrumental music; Memorization; Musical instruments; Spiritual knowledge; Talent; Vocabularies; Wedding; Writing (composition),https://ich.unesco.org/en/RL/00536
c88116b9-5a3e-4b2f-ad44-609ede00686b,564,2011,Ride of the Kings in the south-east of the Czech Republic,CZ,RL,Representative List,Festivals; Procession; Religious practice,Bladed weapons; Costumes; Dance; Fanfare; Handicrafts; Humour (literary); Monarchy; Money; Offering; Paper; Prosperity ritual; Transvestism; Vocal music,https://ich.unesco.org/en/RL/00564
c3e42a81-fdfd-4518-a7b6-24a5120410f0,204,2009,Gesar epic tradition,CN,RL,Representative List,Bard; Epic poetry; Story telling; Vocal music,Bowed string instruments; Buddhism; Dance; Festivals; Hats; Moral values; Mythology; Nomads; Oral tradition; Painting; Representative literary works; Sacred sites; Wedding,https://ich.unesco.org/en/RL/00204
23902a42-b2f1-494d-ae8c-cb341913053c,202,2009,Grand song of the Dong ethnic group,CN,RL,Representative List,Choir singing; Polyphonic singing; Vocal music,Costumes; Dance; Emotions; Folk literature; Instrumental music; Moral values; Oral tradition; Poetry; Social values,https://ich.unesco.org/en/RL/00202
55b9b4d8-e0d1-4cef-8d8f-52063b2a34b5,211,2009,Hua’er,CN,RL,Representative List,Improvisation; Polyphonic singing; Vocal music,Emotions; Entertainment; Everyday life; Festivals; Folk art; Oral tradition; Religious belief,https://ich.unesco.org/en/RL/00211
da639b22-18b3-4947-9d00-765ee736cefd,209,2009,Manas,CN,RL,Representative List,Epic poetry; Vocal music,Bard; Festivals; Funeral; Improvisation; Nomads; Oral history; Performing arts; Plucked string instruments; Religious belief; Story telling; Wedding,https://ich.unesco.org/en/RL/00209
c1e0e6e0-592f-47d2-a5ab-88bf5c050345,227,2009,Mazu belief and customs,CN,RL,Representative List,Festivals; Procession; Religious practice,Acrobatics; Apprenticeship; Calendars; Clergy; Costumes; Dance; Fair; Fertility ritual; Float; Food; Incense; Instrumental music; Mythology; Offering; Religious syncretism; Sculpture,https://ich.unesco.org/en/RL/00227
3b1015a1-c3c8-45e8-874e-5fd3e4541cab,273,2009,Akiu no Taue Odori,JP,RL,Representative List,Agricultural ritual; Ritual dance,Choreography; Costumes; Farmers; Festivals; Folk art; Instrumental music; Musical instruments; Vocal music; Work songs,https://ich.unesco.org/en/RL/00273
45be86af-19cb-4c4d-98c2-d279884a6973,203,2009,Yueju opera,CN,RL,Representative List,Martial arts; Opera; Theatre; Vocal music,Apprenticeship; Bladed weapons; Choreography; Costumes; Drama education; Entertainment; Epic poetry; Funeral; Instrumental music; Makeup; Orchestras; Religious practice; Wedding,https://ich.unesco.org/en/RL/00203
5fe56b35-ffda-43ce-8605-f0b39b34451e,575,2011,"Mariachi, string music, song and trumpet",MX,RL,Representative List,Instrumental music; Orchestras; Vocal music,Apprenticeship; Bowed string instruments; Costumes; Emotions; Musical styles; Plucked string instruments; Social inclusion; Wedding; Wind instruments,https://ich.unesco.org/en/RL/00575
245e7f40-ad07-418a-882a-099250be2ac4,245,2009,Lacemaking in Croatia,HR,RL,Representative List,Lace; Textile arts,Bobbin; Clergy; Costumes; Craft workers; Decorative arts; Everyday life; Geometry; Handicrafts; Handicrafts education; Hats; Needle; Pattern; Weaving,https://ich.unesco.org/en/RL/00245
c8a68e7b-659c-4602-8c02-975715f3740d,242,2009,Procession Za Krizen (‘following the cross’) on the island of Hvar,HR,RL,Representative List,Catholicism; Procession; Religious practice,Choir singing; Churches; Clergy; Costumes; Family; Festivals; Fraternity; Pilgrimages; Poetry; Ritual items,https://ich.unesco.org/en/RL/00242
db93e935-8b48-471f-8163-31a668f93014,231,2009,Two-part singing and playing in the Istrian scale,HR,RL,Representative List,Instrumental music; Polyphonic singing; Vocal music,Choir singing; Costumes; Dance; Everyday life; Improvisation; Instrument making; Music education; Nonformal education; Plucked string instruments; Rural population; Wedding; Wind instruments; Woodwind instruments,https://ich.unesco.org/en/RL/00231
bdab6167-2952-4679-a7f7-48ae762bba2b,255,2009,Lefkara laces or Lefkaritika,CY,RL,Representative List,Lace; Textile arts,Craft workers; Economic and social development; Embroidery; Family; Geometry; Needle; Nonformal education; Pattern; Tourism; Trade; Womens participation,https://ich.unesco.org/en/RL/00255
1832ee25-99ff-4999-ba46-3dcbaf7dfb0c,567,2011,Pilgrimage to the sanctuary of the Lord of Qoyllurit’i,PE,RL,Representative List,Dance; Pilgrimages; Procession,Animism; Catholicism; Costumes; Masks; Percussion instruments; Religious syncretism; Sacred sites; Sculpture; Textile arts; Tribes; Woodwind instruments,https://ich.unesco.org/en/RL/00567
b3010ccc-fd10-484f-b048-b2389a64da9d,279,2009,Radif of Iranian music,IR,RL,Representative List,Instrumental music; Musical notation; Vocal music,Aesthetics; Apprenticeship; Bowed string instruments; Composers; Improvisation; Islam; Memorization; Music education; Musicology; Oral tradition; Philosophy; Plucked string instruments; Woodwind instruments,https://ich.unesco.org/en/RL/00279
c4606d61-9c7b-47bb-bea4-709438afd887,576,2011,Festivity of ‘la Mare de Déu de la Salut’ of Algemesí,ES,RL,Representative List,Festivals; Performing arts; Procession,Acrobatics; Catholicism; Costumes; Dance; Handicrafts; Historical reenactment; Instrumental music; Orchestras; Youth,https://ich.unesco.org/en/RL/00576
22f0c732-2fb8-4249-8878-4ff0d452a54d,388,2011,Ceremonial Keşkek tradition,TR,RL,Representative List,Food preparation,Apprenticeship; Circumcision; Drama; Entertainment; Instrumental music; Percussion instruments; Religious practice; Traditional tools; Wedding; Woodwind instruments; Work songs,https://ich.unesco.org/en/RL/00388
ba9f28c2-0efd-4ffa-96af-98265feffb76,275,2009,Dainichido Bugaku,JP,RL,Representative List,Ritual dance; Seasonal ritual,Bladed weapons; Choreography; Costumes; Craft workers; Family; Farmers; Hats; Instrumental music; Legendary creatures; Masks; Musical instruments; New year; Oral tradition; Religious practice; Rituals; Temples,https://ich.unesco.org/en/RL/00275
8e71c0ea-4979-41ff-aabd-d3ef02fed78d,271,2009,Oku-noto no Aenokoto,JP,RL,Representative List,Agricultural ritual; Rituals; Seasonal ritual,Animism; Costumes; Farmers; Fermented beverages; Food preparation; Hospitality; Offering; Prosperity ritual; Religious belief; Shinto,https://ich.unesco.org/en/RL/00271
b8449478-6326-410f-9e7f-757fc208655a,278,2009,Traditional Ainu dance,JP,RL,Representative List,Religious belief; Ritual dance,Animism; Bladed weapons; Choreography; Costumes; Everyday life; Festivals; Performing arts; Shamanism; Textile arts; Vocal music,https://ich.unesco.org/en/RL/00278
04ddd11f-a5d9-4398-974b-90a6d729a3b5,174,2009,"Places of memory and living traditions of the Otomí-Chichimecas people of Tolimán: the Peña de Bernal, guardian of a sacred territory",MX,RL,Representative List,Cultural space; Pilgrimages; Sacred sites,Calendars; Churches; Colonial history; Religious syncretism; Social criticism; Veneration of the dead,https://ich.unesco.org/en/RL/00174
7a30f7ba-c3c7-47d7-816a-2fc9f6c1f9f3,180,2009,Karagöz,TR,RL,Representative List,Puppets; Shadow play; Theatre,Apprenticeship; Folk literature; Handicrafts; Leather; Painting; Parks; Percussion instruments; Riddle; Satire; Urban spaces; Wood carving,https://ich.unesco.org/en/RL/00180
d6cd9370-8cbd-4214-9c5f-bce0c8a69dbf,183,2009,Quan Họ Bắc Ninh folk songs,VN,RL,Representative List,Awards; Duet; Vocal music,Costumes; Cultural education; Emotions; Festivals; Hats; Improvisation; Instrumental music; Religious practice; Rituals; Social inclusion,https://ich.unesco.org/en/RL/00183
22812f25-0119-484c-99f1-be48565166c7,308,2009,Rite of the Kalyady Tsars (Christmas Tsars),BY,USL,Urgent Safeguarding List,Procession; Seasonal ritual; Theatre,Calendars; Costumes; Dance; Decorative arts; Food; Humour (literary); Improvisation; New year; Percussion instruments; Religious practice; Wind instruments,https://ich.unesco.org/en/USL/00308
6d19be40-f025-4c04-b58a-b377a0a4e111,309,2009,Ca trù singing,VN,USL,Urgent Safeguarding List,Poetry; Theatre; Vocal music,Contests; Dance; Entertainment; Family; Guild; Idiophones; Instrumental music; Nonformal education; Oral tradition; Percussion instruments; Plucked string instruments; Post-conflict; Religious practice,https://ich.unesco.org/en/USL/00309
737a8d33-2567-4d30-9e49-350b61ad2a2f,318,2009,"Education and training in Indonesian Batik intangible cultural heritage for elementary, junior, senior, vocational school and polytechnic students, in collaboration with the Batik Museum in Pekalongan",ID,Art18,Register of Good Safeguarding Practices,Educational projects; Textile arts,Costumes; Cultural education; Curriculum development; Fashion; Museums; Natural dyes; Pattern; Primary schools; Secondary schools; Special teacher education; Technical skills; Technological institutes; Vocational schools,https://ich.unesco.org/en/Art18/00318
7eb840c5-a045-4f4e-b1cf-3f1a923c05f9,306,2009,Centre for traditional culture – school museum of Pusol pedagogic project,ES,Art18,Register of Good Safeguarding Practices,Data collection; Educational projects; Museography,Community action; Everyday life; Field work; Nonformal education; Rural areas; School museums; Student participation; Teachers,https://ich.unesco.org/en/Art18/00306
6d633236-a5b8-49ab-9cc1-5441ecf4d1d3,2,2008,Oral heritage of Gelede,BJ; NG; TG,RL,Representative List,Costumes; Masks; Oral tradition; Rituals,Animism; Craft workers; Dance; Humour (literary); Matriarchy; Mythology; Percussion instruments; Secret society; Urban spaces; Vocal music; Wood carving,https://ich.unesco.org/en/RL/00002
c6fa5832-1090-4e80-adc1-0cbc387806f0,19,2008,Cultural space of Boysun District,UZ,RL,Representative List,Cultural space,Agricultural ritual; Costumes; Dance; Epic poetry; Festivals; Funeral; Instrumental music; Legends; Life cycle; Religious syncretism; Shamanism; String instruments; Vocal music; Wedding; Wind instruments,https://ich.unesco.org/en/RL/00019
02e99f5b-54be-4e6b-b068-ee09565f000e,7,2008,Oral heritage and cultural manifestations of the Zápara people,EC; PE,RL,Representative List,Cultural space; Oral tradition,Colonial history; Epidemics; Local languages; Mythology; Rituals; Shamanism; Slavery; Traditional medicine,https://ich.unesco.org/en/RL/00007
0144657c-b325-427d-8610-9326d6aa8e1d,9,2008,Cultural space of Sosso-Bala,GN,RL,Representative List,Instrumental music; Oral tradition; Percussion instruments,Craft workers; Cultural space; Epic poetry; Festivals; Funeral; Instrument making; Legends; Music education; Oral history; Ritual items; Rituals,https://ich.unesco.org/en/RL/00009
c377786f-a761-4798-ab80-aee005f3ee2b,13,2008,Cross-crafting and its symbolism,LT,RL,Representative List,Religious art; Wood carving,Agricultural ritual; Catholicism; Geometry; Handicrafts education; Nonformal education; Offering; Pattern; Ritual items; Saints; Textile arts; Woodworking,https://ich.unesco.org/en/RL/00013
7839a4c2-00c7-4d78-9650-f3476177f095,14,2008,Cultural space of Jemaa el-Fna Square,MA,RL,Representative List,Cultural space; Urban spaces,Bard; Dance; Entertainment; Food preparation; Instrumental music; Magic; Markets; Oral tradition; Performing arts; Story telling; Tattoo; Traditional medicine,https://ich.unesco.org/en/RL/00014
29ce8eeb-dcb1-4080-917e-8e445206e71b,16,2008,Royal ancestral ritual in the Jongmyo shrine and its music,KR,RL,Representative List,Confucianism; Dance; Rituals,Aristocracy; Choreography; Christianity; Idiophones; Instrumental music; Offering; Percussion instruments; Representative literary works; String instruments; Veneration of the dead; Wind instruments,https://ich.unesco.org/en/RL/00016
a50a29fb-744b-43ad-88d9-48b885be0780,17,2008,Cultural space and oral culture of the Semeiskie,RU,RL,Representative List,Cultural space; Orthodox Churches,Architecture; Costumes; Dance; Exiles; Family; Food customs; Handicrafts; Instrumental music; Polyphonic singing; Religious practice; Vocal music,https://ich.unesco.org/en/RL/00017
c67cde66-1f5a-4dfc-8f9d-e56dfd6a8822,18,2008,Mystery play of Elche,ES,RL,Representative List,Drama; Religious practice; Vocal music,Catholicism; Churches; Festivals; Funeral; Machines; Polyphonic singing; Procession; Rituals; Stage equipment; Textile arts; Theatre,https://ich.unesco.org/en/RL/00018
eced54c6-4bf3-4338-a902-28664fec2f8b,1,2008,"Language, dance and music of the Garifuna",BZ; GT; HN; NI,RL,Representative List,Dance; Instrumental music; Local languages; Oral tradition,Architecture; Colonial history; Festivals; Oral history; Percussion instruments; Satire; Shipbuilding; Slavery; Story telling,https://ich.unesco.org/en/RL/00001
